Provisioning : Storage Systems : V400_A92 : Virtual Volumes - Virtual Volumes

Name,State,Virtual Size (GiB),Reserved User Size (GiB),Exported To,RC Group
LIN0BDD008_rootvg,Normal,20 000 GiB,9 000 GiB,LIN0BDD008_CLU_A,--
LIN1BDD007_backup_CLU,Normal,50 000 GiB,51 000 GiB,LIN1BDD008_CLU_B  LIN1BDD007_CLU_A  <html><i>set:</i>CLU_GED_PP</html>,--
LIN1BDD007_data_CLU,Normal,250 000 GiB,223 000 GiB,LIN1BDD008_CLU_B  LIN1BDD007_CLU_A  <html><i>set:</i>CLU_GED_PP</html>,--
LIN1BDD007_log_CLU,Normal,30 000 GiB,19 000 GiB,LIN1BDD008_CLU_B  LIN1BDD007_CLU_A  <html><i>set:</i>CLU_GED_PP</html>,--
LIN1BDD007_rootvg,Normal,20 000 GiB,9 000 GiB,LIN1BDD007_CLU_A,--
LIN1BDD007_tempo_CLU,Normal,100 000 GiB,16 125 GiB,LIN1BDD008_CLU_B  LIN1BDD007_CLU_A  <html><i>set:</i>CLU_GED_PP</html>,--
LINPBDD001_DATA,Normal,495 000 GiB,183 875 GiB,LINPBDD001,--
LINPBDD001_DATA2,Normal,200 000 GiB,179 000 GiB,LINPBDD001,--
LINPBDD001_DATA3,Normal,120 000 GiB,121 000 GiB,LINPBDD001,--
LINPBDD001_DATA4,Normal,120 000 GiB,33 000 GiB,LINPBDD001,--
LINPBDD001_DATA5,Normal,180 000 GiB,159 000 GiB,LINPBDD001,--
PIXPST1_datavg,Normal,60 000 GiB,23 000 GiB,PIX_PST1,PIXPST1
PIXPST1_rootvg,Normal,50 000 GiB,11 000 GiB,PIX_PST1,PIXPST1
PIXSANP_PRODRVG_0,Normal,100 000 GiB,101 000 GiB,PIX_SAN_P,PIXSANP
PIXSANP_PRODRVG_1,Normal,100 000 GiB,100 000 GiB,PIX_SAN_P,PIXSANP
PIXSANP_PRODRVG_2,Normal,100 000 GiB,101 000 GiB,PIX_SAN_P,PIXSANP
PIXSANP_PRODVG_3,Normal,100 000 GiB,92 000 GiB,PIX_SAN_P,PIXSANP
PIXSANP_PRODVG_4,Normal,100 000 GiB,101 000 GiB,PIX_SAN_P,PIXSANP
PIXSANP_ROOTVG,Normal,50 000 GiB,11 000 GiB,PIX_SAN_P,PIXSANP
PIXSANP_ROOTVG_2_2DEL,Normal,50 000 GiB,11 000 GiB,PIX_SAN_P_old,--
PUREFLEX_CLI1_0,Normal,50 000 GiB,9 000 GiB,PUREFLEX_CLI1_A,--
PUREFLEX_CLI1_1,Normal,50 000 GiB,1 000 GiB,PUREFLEX_CLI1_A,--
PUREFLEX_CLI2_0,Normal,50 000 GiB,30 000 GiB,PUREFLEX_CLI2_A,--
PUREFLEX_CLI2_1,Normal,50 000 GiB,1 000 GiB,PUREFLEX_CLI2_A,--
PUREFLEX_VIO1_0,Normal,50 000 GiB,7 000 GiB,PUREFLEX_VIO1_A,--
PUREFLEX_VIO1_1,Normal,50 000 GiB,1 000 GiB,PUREFLEX_VIO1_A,--
PUREFLEX_VIO2_0,Normal,50 000 GiB,16 000 GiB,PUREFLEX_VIO2_A,--
PUREFLEX_VIO2_1,Normal,50 000 GiB,7 000 GiB,PUREFLEX_VIO2_A,--
PUREFLEX_VIO3_0,Normal,50 000 GiB,25 000 GiB,PUREFLEX_VIO3_A,--
PUREFLEX_VIO3_1,Normal,50 000 GiB,7 000 GiB,PUREFLEX_VIO3_A,--
PUREFLEX_VIO4_0,Normal,50 000 GiB,7 000 GiB,PUREFLEX_VIO4_A,--
PUREFLEX_VIO4_1,Normal,50 000 GiB,1 000 GiB,PUREFLEX_VIO4_A,--
SRM_ESX_2B8F_PCI_PFE_repli,Normal,900 000 GiB,16 000 GiB,--,SRM_ESX_2B8F_PCI_PFE.r39318
SRM_ESX_2B99_DMZ_PCI_repli,Normal,750 000 GiB,16 000 GiB,--,SRM_ESX_2B99_DMZ_PCI.r39318
SRM_ESX_2CD5_PCI_P,Normal,2 100 000 GiB,449 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_PROD_03
SRM_ESX_2CD9_PCI_P,Normal,1 500 000 GiB,689 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_PROD_05
SRM_ESX_2E3B_P_LIC_PCI-U_repli,Normal,2 000 000 GiB,62 000 GiB,--,SRM_ESX_2E3B_P_PCI-U.r39318
SRM_ESX_2E18_P_PCI_QUATREM_repl,Normal,2 000 000 GiB,1 257 000 GiB,--,SRM_ESX_PCI_QUATREM.r39318
SRM_ESX_2EE5_PCI_P,Normal,2 000 000 GiB,945 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_2EE5_PCI_P
SRM_ESX_2EE6_PCI_P,Normal,1 500 000 GiB,561 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_2EE6_PCI_P
SRM_ESX_2EE7_DMZ_PCI_P,Normal,750 000 GiB,17 000 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_07_P_DMZ  ESX_104_P_DMZ,SRM_ESX_2EE7_DMZ_PCI_P
SRM_ESX_2EE8_DMZ_PCI_P,Normal,750 000 GiB,16 000 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_07_P_DMZ  ESX_104_P_DMZ,SRM_ESX_2EE8_DMZ_PCI_P
SRM_ESX_2F5A_P_LIC_PCI-U,Normal,2 000 000 GiB,65 000 GiB,ESX_76_P_LIC  ESX_88_P_LIC  ESX_84_P_LIC  <html><i>set:</i>ESX_P_LIC_A92</html>,SRM_ESX_2F5A_P_PCI-U
SRM_ESX_2F08_PCI_P_repli,Normal,2 000 000 GiB,641 000 GiB,--,SRM_ESX_PCI_PROD_06.r39318
SRM_ESX_2F09_DMZ_PCI_PROD01_rep,Normal,1 500 000 GiB,33 000 GiB,--,SRM_ESX_2F09_DMZ_PCI.r39318
SRM_ESX_2FB7_CITRIX_P_repli,Normal,5 000 000 GiB,1 935 125 GiB,--,SRM_ESX_2FB7_CITRIX_P.r39318
SRM_ESX_4E2_P_PCI_QUATREM_repli,Normal,2 000 000 GiB,1 738 000 GiB,--,SRM_ESX_PCI_QUATREM.r39318
SRM_ESX_6F7_PCI_P,Normal,2 000 000 GiB,1 496 875 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_PROD_02
SRM_ESX_9B5_PCI_P_repli,Normal,2 600 000 GiB,1 929 000 GiB,--,SRM_ESX_PCI_PROD_03.r39318
SRM_ESX_67D_MEPAPP029_L1,Normal,2 200 000 GiB,1 312 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_ARCHIMED1
SRM_ESX_67D_MEPAPP029_L1_Copie,Normal,2 000 000 GiB,1 276 000 GiB,--,--
SRM_ESX_75F8_ESX09_repli,Normal,200 000 GiB,129 000 GiB,ESX_25_T,SRM_ESX_75F8_TEST.r39318
SRM_ESX_097_PCI_P_repli,Normal,3 400 000 GiB,2 426 375 GiB,--,SRM_ESX_PCI_PROD_02.r39318
SRM_ESX_311C_CITRIX_P,Normal,5 000 000 GiB,1 959 750 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_311C_CITRIX_P
SRM_ESX_753_ESX09_repli,Normal,100 000 GiB,16 000 GiB,--,SRM_ESX_LUN05_ESX09.r39318
SRM_ESX_1043_P_PCI,Normal,2 000 000 GiB,1 607 875 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_1043_P_PCI
SRM_ESX_1044_P_PCI,Normal,2 000 000 GiB,805 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_FILER
SRM_ESX_1347_DMZ_P_repli,Normal,750 000 GiB,78 000 GiB,--,SRM_ESX_1347_DMZ.r39318
SRM_ESX_1472_PCI_U,Normal,2 000 000 GiB,1 915 625 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_1472_PCI_U
SRM_ESX_3238_PCI_P_rep,Normal,2 000 000 GiB,481 000 GiB,--,SRM_ESX_3238_PCI_P.r39318
SRM_ESX_DC7_P_PCI_repli,Normal,2 000 000 GiB,234 000 GiB,--,SRM_ESX_PCI_PROD_04.r39318
SRM_ESX_E8F_PCI_EASYINFO,Normal,4 600 000 GiB,1 736 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_EASYINFO_A
SRM_ESX_E26_P_PCI_QUATREM,Normal,1 500 000 GiB,111 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_QUATREM_A
SRM_ESX_LUN48_P_PCI-U,Normal,1 500 000 GiB,1 035 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_LUN48_P_PCI-U
SRM_ESX_LUN68_DMZ_P_repli,Normal,750 000 GiB,26 000 GiB,--,SRM_ESX_LUN68_DMZ.r39318
SRM_ESX_LUN70_DMZ_P,Normal,750 000 GiB,92 000 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_104_P_DMZ,SRM_ESX_LUN70_DMZ
SRM_ESX_LUN73_P_PCI_FILER,Normal,4 500 000 GiB,1 383 875 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_73_P_PCI_FILER
SRM_ESX_LUN81_DMZ_P_MIX,Normal,750 000 GiB,81 000 GiB,ESX_08_P_DMZ  ESX_102_P_DMZ  ESX_07_P_DMZ  ESX_104_P_DMZ,SRM_ESX_PCI_DMZ_01
SRM_ESX_LUN93_P_ARCHIMED,Normal,2 150 000 GiB,1 666 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_ARCHIMED2
SRM_ESX_LUN107_P_PCI-PFE_repli,Normal,950 000 GiB,522 625 GiB,--,SRM_ESX_PCI_PFE.r39318
SRM_ESX_LUN109_P_ARCHIMED1,Normal,200 000 GiB,92 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_ARCHIMED1
SRM_ESX_PCI_29A4_P,Normal,2 650 000 GiB,1 889 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_29A4_P
SRM_ESX_RDM_76_VWI0FIC001_repli,Normal,2 000 000 GiB,1 976 500 GiB,--,ESX_PCI_QUATREM.r39318
SRM_ESX_RDM_77_VWI0FIC001_repli,Normal,2 000 000 GiB,1 993 000 GiB,--,ESX_PCI_QUATREM.r39318
SRM_ESX_RDM_157_MEPINF039_D,Normal,2 047 000 GiB,2 048 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_FILER
SRM_ESX_RDM_158_MEPINF039_E,Normal,2 047 000 GiB,2 048 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_FILER
SRM_ESX_RDM_172_MEPINF039_F,Normal,1 024 000 GiB,969 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_FILER
SRM_ESX_RDM_181_MEPINF039_G,Normal,1 500 000 GiB,1 473 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_FILER
SRM_ESX_RDM_EB1_VWI0BDD027_D,Normal,500 000 GiB,16 125 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_EASYINFO_A
SRM_ESX_RDM_EB2_VWI0BDD027_E,Normal,500 000 GiB,16 125 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_EASYINFO_A
SRM_ESX_WINARCHDB2PROD_L1,Normal,2 150 000 GiB,1 899 375 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_ARCHIMED2
SRM_ESX_WINARCHDB2PROD_L2,Normal,2 100 000 GiB,1 812 125 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_ARCHIMED2
SRM_ESX_WINARCHDB2PROD_L3,Normal,2 150 000 GiB,1 153 500 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,SRM_ESX_PCI_ARCHIMED2
SRM_ESX_WINDEMATFICPROD_D_repli,Normal,600 000 GiB,500 000 GiB,--,SRM_ESX_PCI_PFE.r39318
VVRENAM11,Normal,10 000 GiB,10 000 GiB,--,TESTRENAME
VVRENAME2,Normal,10 000 GiB,10 000 GiB,--,TESTRENAME
WIN0APP001_C,Normal,60 000 GiB,52 000 GiB,WIN0APP001,WIN0APP001
WIN0APP001_DATA,Normal,50 000 GiB,16 000 GiB,WIN0APP001,WIN0APP001
WIN0APP001_LOGS,Normal,10 000 GiB,2 000 GiB,WIN0APP001,WIN0APP001
WIN0APP002_C,Normal,60 000 GiB,20 000 GiB,WIN0APP002,WIN0APP002
WIN0APP002_DATA,Normal,50 000 GiB,2 000 GiB,WIN0APP002,WIN0APP002
WIN0APP002_LOGS,Normal,10 000 GiB,2 000 GiB,WIN0APP002,WIN0APP002
WIN0APP003_C,Normal,70 000 GiB,29 000 GiB,WIN0APP003,WIN0APP003
WIN0APP003_LOGS,Normal,200 000 GiB,16 000 GiB,WIN0APP003,WIN0APP003
WIN0APP004_C,Normal,70 000 GiB,23 000 GiB,WIN0APP004,WIN0APP004
WIN0APP004_DATA,Normal,500 000 GiB,191 625 GiB,WIN0APP004,WIN0APP004
WIN0APP004_LOGS,Normal,200 000 GiB,169 000 GiB,WIN0APP004,WIN0APP004
WIN0BDD001_C,Normal,40 000 GiB,36 000 GiB,WIN0BDD001,WIN0BDD001
WIN0BDD001_D,Normal,250 000 GiB,251 000 GiB,WIN0BDD001,WIN0BDD001
WIN0BDD001_E,Normal,350 000 GiB,89 000 GiB,WIN0BDD001,WIN0BDD001
WIN0BDD001_F,Normal,50 000 GiB,16 000 GiB,WIN0BDD001,WIN0BDD001
WIN0BDD002_C,Normal,60 000 GiB,33 000 GiB,WIN0BDD002,WIN0BDD002
WIN0BDD002_DATA,Normal,200 000 GiB,140 250 GiB,WIN0BDD002,WIN0BDD002
WIN0BDD002_LOGS,Normal,50 000 GiB,37 000 GiB,WIN0BDD002,WIN0BDD002
WIN0BDD003_C_repli,Normal,60 000 GiB,31 000 GiB,--,WIN0BDD003.r39318
WIN0BDD003_DATA_repli,Normal,200 000 GiB,16 375 GiB,--,WIN0BDD003.r39318
WIN0BDD003_LOGS_repli,Normal,10 000 GiB,2 000 GiB,--,WIN0BDD003.r39318
WIN0BDD004_C_repli,Normal,50 000 GiB,29 000 GiB,--,WIN0BDD004.r39318
WIN0BDD004_DATA_repli,Normal,200 000 GiB,5 000 GiB,--,WIN0BDD004.r39318
WIN0BDD004_LOGS_repli,Normal,120 000 GiB,32 250 GiB,--,WIN0BDD004.r39318
WIN0BDD005_C,Normal,50 000 GiB,50 000 GiB,WIN0BDD005,WIN0BDD005
WIN0BDD005_DATA,Normal,1 300 000 GiB,1 216 000 GiB,WIN0BDD005,WIN0BDD005
WIN0BDD005_LOGS,Normal,420 000 GiB,421 125 GiB,WIN0BDD005,WIN0BDD005
WIN0BDD006_backup,Normal,100 000 GiB,34 000 GiB,WIN0BDD006,WIN0BDD006
WIN0BDD006_data,Normal,80 000 GiB,10 000 GiB,WIN0BDD006,WIN0BDD006
WIN0BDD006_system,Normal,60 000 GiB,29 000 GiB,WIN0BDD006,WIN0BDD006
WIN0BDD006_tempdb,Normal,40 000 GiB,23 875 GiB,WIN0BDD006,WIN0BDD006
WIN0BDD008_C,Normal,60 000 GiB,35 000 GiB,WIN0BDD008,WIN0BDD008
WIN0BDD008_D,Normal,300 000 GiB,146 000 GiB,WIN0BDD008,WIN0BDD008
WIN0BDD008_E,Normal,120 000 GiB,111 375 GiB,WIN0BDD008,WIN0BDD008
WIN0BDD010_C,Normal,100 000 GiB,37 000 GiB,WIN0BDD010,WIN0BDD010
WIN0BDD010_D,Normal,3 072 000 GiB,1 568 000 GiB,WIN0BDD010,WIN0BDD010
WIN0BDD010_E,Normal,600 000 GiB,131 125 GiB,WIN0BDD010,WIN0BDD010
WIN1APP002_C_repli,Normal,60 000 GiB,24 000 GiB,--,WIN1APP002.r39318
WIN1APP002_DATA_repli,Normal,50 000 GiB,8 000 GiB,--,WIN1APP002.r39318
WIN1APP002_LOGS_repli,Normal,10 000 GiB,2 000 GiB,--,WIN1APP002.r39318
WIN1APP003_C_repli,Normal,70 000 GiB,24 000 GiB,--,WIN1APP003.r39318
WIN1APP003_LOGS_repli,Normal,200 000 GiB,16 000 GiB,--,WIN1APP003.r39318
WIN1APP004_C_repli,Normal,70 000 GiB,36 375 GiB,--,WIN1APP004.r39318
WIN1APP004_DATA_repli,Normal,500 000 GiB,440 250 GiB,--,WIN1APP004.r39318
WIN1APP004_LOGS_repli,Normal,200 000 GiB,177 750 GiB,--,WIN1APP004.r39318
WIN1APP0001_C_repli,Normal,60 000 GiB,21 000 GiB,--,WIN1APP0001.r39318
WIN1APP0001_DATA_repli,Normal,50 000 GiB,5 000 GiB,--,WIN1APP0001.r39318
WIN1APP0001_LOGS_repli,Normal,10 000 GiB,2 000 GiB,--,WIN1APP0001.r39318
WIN1BDD001_C_repli,Normal,40 000 GiB,29 000 GiB,--,WIN1BDD001.r39318
